iter	Logloss
245	0.3714910986
246	0.371362669
247	0.3712012856
248	0.3711256644
249	0.3710476887
250	0.3708741193
251	0.3707408581
252	0.3705998803
253	0.3704635163
254	0.3703327493
255	0.3702198885
256	0.3701229282
257	0.3699412671
258	0.3697952786
259	0.3696639829
260	0.3695159583
261	0.369376214
262	0.3691713313
263	0.3689550209
264	0.3689061392
265	0.3687772875
266	0.3686914762
267	0.3685920179
268	0.3685334166
269	0.3684519803
270	0.3684125295
271	0.3682928251
272	0.3682072507
273	0.368084778
274	0.3678789716
275	0.3678087043
276	0.3676857221
277	0.36762096
278	0.3674683024
279	0.3673615674
280	0.3672523236
281	0.3670790521
282	0.3669371083
283	0.3667789645
284	0.3666694786
285	0.3665189656
286	0.3664265739
287	0.3663139631
288	0.3662300092
289	0.3661238376
290	0.3659286555
291	0.3657676377
292	0.3656742683
293	0.365492319
294	0.3652538331
295	0.3650852101
296	0.364899776
297	0.3647505134
298	0.3646151485
299	0.3644410687
300	0.3642729522
301	0.3641298924
302	0.3639809057
303	0.3638576715
304	0.3637757185
305	0.3635681692
306	0.3633643558
307	0.3632350545
308	0.3631858115
309	0.3631373805
310	0.3629706432
311	0.3627701672
312	0.3626272369
313	0.3625450459
314	0.3624754437
315	0.362371211
316	0.3623019414
317	0.3621973548
318	0.362138792
319	0.3620116742
320	0.3618248711
321	0.3617404004
322	0.3615564025
323	0.3613989264
324	0.3611974229
325	0.3610917377
326	0.3610302657
327	0.3608765319
328	0.3607178205
329	0.360691041
330	0.3605888397
331	0.3605116825
332	0.3604176462
333	0.3603152408
334	0.3601852281
335	0.3599871045
336	0.3598748952
337	0.3596772095
338	0.3595338117
339	0.3593758961
340	0.3592745284
341	0.3591449009
342	0.3590474679
343	0.3590407168
344	0.358852366
345	0.3587562884
346	0.3586478571
347	0.3585058215
348	0.358432737
349	0.3583349474
350	0.3581049865
351	0.3579779114
352	0.3578977551
353	0.3578487276
354	0.3577848086
355	0.3576414413
356	0.3575359467
357	0.357461084
358	0.3573905995
359	0.3572490973
360	0.3571520575
361	0.356974967
362	0.3567724912
363	0.3565596586
364	0.3563992961
365	0.3563981246
366	0.3562715129
367	0.3561809851
368	0.3559927684
369	0.3558668164
370	0.3558007657
371	0.355613599
372	0.3554533278
373	0.3553501373
374	0.355244799
375	0.3551424955
376	0.3549922509
377	0.354837053
378	0.3547442255
379	0.3545914053
380	0.3544747102
381	0.3544103355
382	0.354314478
383	0.3541982879
384	0.3540612725
385	0.3539403323
386	0.353788382
387	0.3536399261
388	0.3535296389
389	0.3534733225
390	0.3533138799
391	0.3532354958
392	0.3530993836
393	0.3530117259
394	0.3528452369
395	0.352709414
396	0.3526078782
397	0.3525605562
398	0.352500551
399	0.352430367
400	0.3523502588
401	0.3522100913
402	0.3520339234
403	0.3519176712
404	0.3518574622
405	0.3517359338
406	0.3516579464
407	0.3515127285
408	0.3512942608
409	0.3511108467
410	0.3509707339
411	0.3508833686
412	0.3507697513
413	0.350675383
414	0.3505716197
415	0.3505087336
416	0.3503427583
417	0.3502325289
418	0.3501700436
419	0.3501124531
420	0.3498877286
421	0.3497351943
422	0.3496400529
423	0.3495566324
424	0.3494344376
425	0.3493506316
426	0.3492598802
427	0.348959957
428	0.34884789
429	0.3487084525
430	0.3485005771
431	0.3483466078
432	0.348154339
433	0.3480847355
434	0.3479822987
435	0.3479052807
436	0.3477630046
437	0.3477087027
438	0.3475692957
439	0.3474638866
440	0.3473444722
441	0.3472129339
442	0.3470968242
443	0.3469887864
444	0.3468707242
445	0.3467553914
446	0.3466629914
447	0.3465833243
448	0.3464102128
449	0.3462837666
450	0.3462157712
451	0.3460514767
452	0.3458970275
453	0.3458365148
454	0.34572494
455	0.3455847131
456	0.3454946211
457	0.3453203827
458	0.3451536987
459	0.3450713348
460	0.3449595106
461	0.3448339379
462	0.3447608022
463	0.344624954
464	0.3444954995
465	0.3443821431
466	0.3442619229
467	0.3441567279
468	0.3439926444
469	0.343853573
470	0.3436813157
471	0.3435949632
472	0.3435324208
473	0.3434024562
474	0.3432583583
475	0.3431190164
476	0.3429762664
477	0.342897104
478	0.3427576403
479	0.3425844321
480	0.3424773939
481	0.3423954282
482	0.34230454
483	0.3421636978
484	0.3420569775
485	0.3419080825
486	0.3417733685
487	0.3416971386
488	0.3416235071
489	0.3415246818
490	0.3413082818
491	0.3411446773
492	0.3410038539
493	0.3409376075
494	0.3408508901
495	0.3407705954
496	0.3405876648
497	0.3404933001
498	0.3403160673
499	0.3401061139
500	0.3399716067
501	0.3397609529
502	0.3396899654
503	0.3395897755
504	0.3394040307
505	0.3392981828
506	0.3391998462
507	0.3389946571
508	0.3388632694
509	0.3387636586
510	0.338634316
511	0.3384383291
512	0.3382867253
513	0.3381744612
514	0.3380452261
515	0.337914751
516	0.3377902707
517	0.3376849223
518	0.3376196106
519	0.3374463834
520	0.3373285024
521	0.3371841897
522	0.3369998502
523	0.3368697786
524	0.3367828537
525	0.3366190535
526	0.3364896261
527	0.3363785117
528	0.3362443544
529	0.3360976908
530	0.3360332512
531	0.3359014383
532	0.3357954884
533	0.3356719879
534	0.3355437183
535	0.3353683183
536	0.3352357136
537	0.3351393926
538	0.3350049836
539	0.3349125002
540	0.3347743457
541	0.3346932747
542	0.3346124853
543	0.3345166182
544	0.3344490802
545	0.334372877
546	0.334222488
547	0.3341756554
548	0.3340854321
549	0.3339311734
550	0.333816552
551	0.3336906983
552	0.3336477057
553	0.3335411292
554	0.3334320849
555	0.3332892897
556	0.3331481879
557	0.3330401624
558	0.3329858102
559	0.3329058889
560	0.3327910882
561	0.3326970307
562	0.3325796635
563	0.3324413274
564	0.3323088954
565	0.3322184032
566	0.3321237815
567	0.3320763833
568	0.3319445866
569	0.3318246161
570	0.3317253661
571	0.3316054478
572	0.3315014727
573	0.3313371284
574	0.3312353252
575	0.3311519332
576	0.3310906052
577	0.3309373824
578	0.3308312633
579	0.3306827973
580	0.3305721354
581	0.3304846825
582	0.3303694631
583	0.3303320744
584	0.3302904006
585	0.3301841394
586	0.3300736509
587	0.3299486928
588	0.3298372579
589	0.3297824962
590	0.3296377186
591	0.3295863652
592	0.3295058697
593	0.3294286291
594	0.3293321858
595	0.3292866566
596	0.3291741972
597	0.3291412173
598	0.3290900375
599	0.3289379811
600	0.3288545636
601	0.3288191703
602	0.3287066936
603	0.3286195861
604	0.3284793073
605	0.3283717135
606	0.3283346049
607	0.328201379
608	0.3280572871
609	0.3279412563
610	0.3277970819
611	0.3277534625
612	0.3276644763
613	0.3275326886
614	0.3274872017
615	0.327382866
616	0.3272320758
617	0.3271822262
618	0.3270848289
619	0.326999782
620	0.3269065957
621	0.3268366919
622	0.3267906323
623	0.3267064908
624	0.3265858154
625	0.3264906121
626	0.326336462
627	0.3262693732
628	0.3262125771
629	0.3261240093
630	0.3260769842
631	0.3259398227
632	0.325814178
633	0.3256670384
634	0.3255738714
635	0.3254795545
636	0.325387933
637	0.3253426131
638	0.3252612772
639	0.3251906516
640	0.325097857
641	0.3249917073
642	0.3248927511
643	0.3248001428
644	0.3246865848
645	0.3245530599
646	0.3244250744
647	0.324243217
648	0.3242007691
649	0.324108123
650	0.323921437
651	0.3238274274
652	0.3237170521
653	0.3236163275
654	0.323527961
655	0.3233900639
656	0.3232421583
657	0.3231762016
658	0.3230841705
659	0.3229605624
660	0.3228907653
661	0.3228247386
662	0.3227012475
663	0.3225885261
664	0.3224571236
665	0.3223608474
666	0.3223112132
667	0.3222660953
668	0.3220899345
669	0.3220319032
670	0.321911004
671	0.321813717
672	0.3216862469
673	0.3216081423
674	0.3215183971
675	0.321361308
676	0.3212714959
677	0.3211931774
678	0.3210944121
679	0.3209808089
680	0.3208819189
681	0.3207186325
682	0.3206429385
683	0.3205238467
684	0.3203812545
685	0.32026892
686	0.3201480804
687	0.3200617022
688	0.3200184733
689	0.3198930483
690	0.3197621657
691	0.3196955779
692	0.3196124661
693	0.319491735
694	0.3193837784
695	0.319299487
696	0.319224824
697	0.31913366
698	0.319105275
699	0.3189663423
700	0.3188583597
701	0.3188196036
702	0.3187195633
703	0.3186306329
704	0.3185588128
705	0.3184408916
706	0.3183998197
707	0.3183108434
708	0.3181981353
709	0.3180601947
710	0.3179477652
711	0.3178638912
712	0.3177320248
713	0.3175794042
714	0.3175051852
715	0.3174137387
716	0.3173001524
717	0.3171703038
718	0.3170588598
719	0.3169520597
720	0.3168669155
721	0.3168131382
722	0.316714142
723	0.3165543834
724	0.3164654973
725	0.3163827393
726	0.3162985088
727	0.3162131599
728	0.3161257207
729	0.3159643034
730	0.3159183976
731	0.3158162665
732	0.3157480278
733	0.3156208073
734	0.3155285094
735	0.3154630923
736	0.315372644
737	0.3152340385
738	0.3150782328
739	0.3150154528
740	0.3149085827
741	0.3148285222
742	0.3147590833
743	0.3147073914
744	0.3146234058
745	0.3145922846
746	0.3145294828
747	0.3144130337
748	0.3142697716
749	0.3141310504
750	0.3140846282
751	0.3139363225
752	0.3138594197
753	0.3137565314
754	0.3136638613
755	0.3135670934
756	0.3134860856
757	0.3134104259
758	0.3133480034
759	0.3132618032
760	0.3131728906
761	0.313117831
762	0.3130796264
763	0.3129410458
764	0.3128603375
765	0.3127960787
766	0.3126981793
767	0.3125960665
768	0.3125102984
769	0.3124170348
770	0.3123288965
771	0.3122343088
772	0.3121441245
773	0.3120681206
774	0.3119178148
775	0.3118579972
776	0.3117553519
777	0.3116764887
778	0.3115826981
779	0.3114286077
780	0.3112771944
781	0.3111903423
782	0.3110846572
783	0.3109781521
784	0.3108883912
785	0.3108166121
786	0.3107016199
787	0.310538177
788	0.3104664644
789	0.3103907525
790	0.3103094475
791	0.3102045461
792	0.3101616387
793	0.3100491345
794	0.3099542473
795	0.3098565352
796	0.3097334143
797	0.3096589667
798	0.3095706055
799	0.3095000262
800	0.3094213547
801	0.3093029241
802	0.3091807291
803	0.3090788133
804	0.3089573765
805	0.3088672709
806	0.3087760836
807	0.3087327252
808	0.3086532124
809	0.3085562778
810	0.3084721917
811	0.3084167147
812	0.3083269995
813	0.3082843274
814	0.3081868771
815	0.3080532622
816	0.3079189341
817	0.3078571911
818	0.3077630948
819	0.3076928036
820	0.3075424397
821	0.3074625271
822	0.3073865298
823	0.3073458154
824	0.3072524944
825	0.3071270395
826	0.3070433414
827	0.3070127221
828	0.3068664793
829	0.3067202532
830	0.3066003802
831	0.3064700086
832	0.3064287906
833	0.3063317827
834	0.3062357065
835	0.3061608125
836	0.3060209293
837	0.3059307708
838	0.3058598596
839	0.3057438366
840	0.3056739101
841	0.3056478479
842	0.3055333432
843	0.3054979483
844	0.3054504989
845	0.3053300326
846	0.3052762781
847	0.3051666342
848	0.3050416981
849	0.3048907112
850	0.3047819596
851	0.3047116295
852	0.3046262338
853	0.3045651578
854	0.3045060564
855	0.3044245659
856	0.3042973115
857	0.3042064665
858	0.3041188785
859	0.304090716
860	0.3039914047
861	0.3038886047
862	0.3037718037
863	0.3037041624
864	0.3036171073
865	0.3035345284
866	0.3034786746
867	0.303393283
868	0.3032741502
869	0.3032082035
870	0.3031622587
871	0.3030406902
872	0.3029500412
873	0.302849836
874	0.3027853169
875	0.302680498
876	0.3026043767
877	0.3024814494
878	0.3023990766
879	0.3023557172
880	0.3022899496
881	0.3021982796
882	0.3021127536
883	0.3020271732
884	0.3019341495
885	0.3019012057
886	0.3017983274
887	0.301756966
888	0.301682558
889	0.3015802371
890	0.3014991159
891	0.301346774
892	0.3012376567
893	0.3011175714
894	0.3010775358
895	0.3010398326
896	0.3009598823
897	0.300827748
898	0.3007644017
899	0.3006935013
900	0.3005763073
901	0.3004563239
902	0.3003987135
903	0.3003347775
904	0.3002836492
905	0.3002236216
906	0.3001081674
907	0.3000444021
908	0.2999901202
909	0.2998850435
910	0.299841616
911	0.2997836066
912	0.29971354
913	0.2995882094
914	0.2995545755
915	0.2995016157
916	0.2993553892
917	0.2993358359
918	0.2992426868
919	0.299178815
920	0.2990751887
921	0.2990306988
922	0.2989544929
923	0.2988326103
924	0.2987415447
925	0.2986349375
926	0.2985555264
927	0.29849404
928	0.2983705668
929	0.2982255341
930	0.2981632766
931	0.2981026649
932	0.2979731416
933	0.2978880667
934	0.297796042
935	0.2977183816
936	0.2976289105
937	0.2975571035
938	0.2974854057
939	0.2974273114
940	0.2973142378
941	0.297262147
942	0.2972341763
943	0.2971212459
944	0.29704756
945	0.2969899798
946	0.2969319608
947	0.2968523236
948	0.2967710063
949	0.2966784492
950	0.2966441534
951	0.2966208447
952	0.2965497518
953	0.2965098651
954	0.2964010741
955	0.296339143
956	0.2962226432
957	0.2961478119
958	0.2961229432
959	0.2960456154
960	0.2959085436
961	0.2958496215
962	0.2957538945
963	0.2956833414
964	0.2956212114
965	0.2955663442
966	0.2954740229
967	0.2954119294
968	0.2952730038
969	0.2952181967
970	0.2951284875
971	0.2950207653
972	0.2948944382
973	0.2948656839
974	0.2947751457
975	0.2946664806
976	0.2946193637
977	0.2945044375
978	0.2944170798
979	0.2943544468
980	0.2942721746
981	0.2941382128
982	0.2941126932
983	0.294019932
984	0.2939373941
985	0.29389525
986	0.2938225698
987	0.2937130655
988	0.2936303804
989	0.2935401844
990	0.293472213
991	0.2934225585
992	0.2933628262
993	0.2932789639
994	0.2931584532
995	0.2931170085
996	0.293039678
997	0.2929292876
998	0.2928534191
999	0.2927903126
